99;Estimates Of Tree And Mangrove Cover;Ministry of Statistics and Programme Implementation;Environment & Forest;This table presents State-wise (2007 onwards), All India (2001 onwards) data on estimates of tree and mangrove cover w.r.t All India geographical area.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
100;Number And Area Of National Parks And Wildlife Sanctuaries Of India;Ministry of Statistics and Programme Implementation;Environment & Forest;This table gives State-wise position of National Parks and Wildlife Sanctuaries in India.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
101;Estimated Number Of Species By A Various Taxonomic Groups - 2007;Ministry of Statistics and Programme Implementation;Environment & Forest;This table gives estimated number of species by a various taxonomic groups such as Protista, animalia, arthropoda, chordata.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
102;Forest occupancy and population estimates of tigers as per the refined methodology;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides State-wise data on forest occupancy and population estimates of tigers as per the refined methodology.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
103;Estimated Population Of Wild Elephants;Ministry of Statistics and Programme Implementation;Environment & Forest;This table gives region-wise, state-wise data on estimated population of wild elephants for the period 2002 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
104;State-Wise Production Of Forest Produce;Ministry of Statistics and Programme Implementation;Environment & Forest;In this table, State-wise (2007-08) and All India (2002-01 onwards) data on forest products such as timber, fuel wood, bamboo, resins, gums, canes etc has been presented.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
105;Global Average Temperature and Atmosphere concentration of Carbon Dioxide;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides data on global average temperature and atmosphere concentration of carbon dioxide for the period 2000 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
106;Air quality in industrial areas under national ambient air quality monitoring programme for a few states;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides State-wise data on air quality in industrial areas under national ambient air quality monitoring programme for the period 2001 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
107;Air quality in residential areas under national ambient air quality monitoring programme for a few states;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides State-wise data on air quality in residential areas under national ambient air quality monitoring programme for the period 2001 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
108;Water Quality Of A Few Indian Rivers During - 2001-2010;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides water quality (temprature, Ph, conductivity, Do, bod, Cod) of a few Indian Rivers during - 2001-2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
109;Production of Ozone Depleting Substances (ODS) in india;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides production of ozone depleting substances (ODS) in india during 2000-2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
110;Total Consumption of Ozone Depleting Substances (ODS);Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides total consumption of ozone depleting substances (ODS) during 2000-2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
111;Total Export/Import of Ozone Depleting Substances (ODS);Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides total export/import of ozone depleting substances (ODS) during 2005-2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
112;Average Gaseous Composition of Dry Air in the Troposphere;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides average composition of gases (nitrogen, oxygen, argon, carbon dioxide, neon, helium, methane, kryton, hydrogen, ozone, xenon) in dry state.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
113;Mass Emission Standard For Petrol And Diesel Driven Vehicles;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides mass emission standard for petrol and diesel driven vehicles for the period 2000 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
114;Revenue And Expenditure From/On Forests;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides data on revenue from and expenditure on forests for the period 2007 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
115;Progress of Afforestation through successive Plans;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides progress of afforestation during successive plans.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
116;Comprehensive Environment Pollution Index for Critically Polluted Industrial Area/Clusters;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides comprehensive environment pollution index for critically polluted /clusters.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
117;Summer Average Values(March-June) for Water Quality on River Ganga under Ganga Action Plan;Ministry of Statistics and Programme Implementation;Environment & Forest;This table provides summer average values(March-June) for water quality on river ganga under ganga action plan during 2010 and 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
118;Estimated Employment In The Public And Private Sectors (As On 31st March);Ministry of Statistics and Programme Implementation;Labour & Employment;This table provides All India (2000 onwards) and State-wise (2008-09 and 2009-10) estimated employment under central government, state government, Quasi government organisation and local bodies.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
119;Factory Employment;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents industry wise figures of employment in government and Local Fund factories and in other factories. This table provides All India data during 2000-2009 for total employment in all factories.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
120;Factory Employment By States;Ministry of Statistics and Programme Implementation;Labour & Employment;This table provides State-wise data from 2001 onwards on employment in factories and average daily employment.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
121;Group-Wise Estimated Number Of Central Government Civilian Regular Employees.;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows ministry/ department wise , group wise number of sanctioned posts and position of estimated number of central government employees during 2009-10 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
122;Employments In Ports;Ministry of Statistics and Programme Implementation;Labour & Employment;These are two table which give the number persons employed in ports in India. The first one give the staff strength in major ports and second one shows the data regarding manpower at non major ports in maritime states during 2001 to 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
123;Employment In Factories-Adults Adolescents And Children According To Sex;Ministry of Statistics and Programme Implementation;Labour & Employment;This table provides All India (2001 onwards) and State wise (2007 to 2009) average daily employment in factories according three broad age-categories and sex is shown in this table. The information relates to only factories submitting returns. The factories act,1948 defines adult (one who has completed 18 years, adolescents (one who has completed 15 years but not 18 years) and child (one who has not completed 15 years and children below 14 years are not permitted to work).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
124;Employment In Shops And Commercial Establishments;Ministry of Statistics and Programme Implementation;Labour & Employment;This table provides All India (2001 onwards) and State-wise (2008-09) statistics of employment in respect of Shops, Commercial Establishments and restaurants and theaters.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
125;Performance Of Employment Exchanges;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows the number of applicants on the live registered on the employment exchanges which are under the control of director general of employment and training, ministry of labour and employment, register names of the person seeking employment and help them to secure employment. It gives State-wise (2009 and 2010), All India(200 onwards) data by broad occupational groups based on revised National Classification of occupation, 1968.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
126;Total earnings Of Factoring Workers In India;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents state-wise data about wages and earning of factory workers in India.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
127;Average Per Capita Annual Earnings Of Factory Workers;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents data regarding per capita annual earnings of factory workers by states from 2001 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
128;Average Per Capita Annual Earnings Of Factory Labour In Manufacturing Industries.;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents data regarding per capita annual earnings of factory workers by industry code in manufacturing sectors from 2002 onwards.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
129;Wages And Earnings Of Mining Labour;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents the wages and earnings of mining labour in coal and non-coal mines. The data for coal mines relate to average weekly earning of miners and loaders in december each year whereas those for other mines relate to average weekly earning of miners and loaders for the quarter ending in december each year.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
130;Industrial Injuries In Factories;Ministry of Statistics and Programme Implementation;Labour & Employment;This table gives All India (2000 onwards), State wise (2007 onwards) statistics of injuries in factories. The number of injuries is given by the number of persons receiving injuries as a result of an accident. This number is more than the actual number of accidents because one accident may result in injuries to more than one person. The data presented in this table relate only to factories submitting returns.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
131;Industrial Injuries In Mines;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows number of accidents and number of persons receiving injuries in mines. The data are collected under the mines act. Accidents have been classified into fatal, and serious during 2000 to 2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
132;Industrial Disputes;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows the state-wise (2010-11), all India (2000 onwards) distribution of number of disputes, workers involved and the number of mandays lost on account of industrial disputes resulting in work - stoppages.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
133;Industrial Disputes By Causes;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows all India figures of industrial disputes by causes of disputes during 2000 to 2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
134;Workmens Compensation;Ministry of Statistics and Programme Implementation;Labour & Employment;This table relates to compensated injuries under the workmens compensation act. Under the act, Compensation is payable to workers employed in scheduled employment for injuries due to accident resulting in death or disablement for more than three days provided that it is not caused through the fault of the worker himself during 2000 to 2009.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
135;Employment In Banks;Ministry of Statistics and Programme Implementation;Labour & Employment;This table presents data on number of banks and persons employed in the banking sector separately in respect of scheduled and non-scheduled banks in regional rural banks and in the reserve bank of India during the period 2000-2001 to 2009-10.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
136;Expenditure Incurred On Pay And Allowances On Civilian Employees By The Central Ministries/Departments;Ministry of Statistics and Programme Implementation;Labour & Employment;This table shows department wise expenditure incurred on pay and allowances on civilian employees by the central ministries/departments.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
137;Projects Sanctioned Under Drought Prone Desert Development And Integrated Watershed Management Programme;Ministry of Statistics and Programme Implementation;DevelopmentUrbanDevelopmentRural;This table shows data upto 2006-07 projects sanctioned under drought prone area program and the second table shows state-wise (2009-10 to 2012-13) data on integrated watershed management programme (IWMP).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
138;Decentralised / Off-grid Renewable Energy Systems / Devices;Ministry of Statistics and Programme Implementation;Power & Energy;This table shows state-wise data on renewable energy systems such as biogas plants, biomass gasifiers, solar photovolatic systems, SVP pumps, water pumping wind mills, solar cookers in rural and industrial areas.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
139;Financial Outcomes Under Mahatma Gandhi National Rural Employment Guarantee Act (NREGA);Ministry of Statistics and Programme Implementation;DevelopmentRural;This table shows State-wise (2010-11 to 2011), All India (2008-09 to 2011-12) data on the funds released by government and expenditure on wages, materials and administration.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
140;Implementation Report Under Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA);Ministry of Statistics and Programme Implementation;DevelopmentRural;In order to design wage employment program to fight poverty more effectively, center government formulated National Rural Employment Guarantee Act (NREGA)in 2005. This table shows data on implementation report under NREGA during 2006 to 2011.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
141;Physical And Financial Progress Under Pardhan Mantri Gram Sadak Yojna (PMGSY)-2010-11;Ministry of Statistics and Programme Implementation;DevelopmentRural;This table shows State-wise (2010-11) data on amount released by the government on the development of roads.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
142;Physical And Financial Progress Under Swarnjayanti Gram Swarozgar Yojana (SGSY) As On 18th May 2011;Ministry of Statistics and Programme Implementation;DevelopmentRural;This table shows physical and financial progress under Swarnjayanti Gram Swarozgar Yojana (SGSY) during the period 1999-2000 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
143;Physical Outcomes Under Mahatma Gandhi National Rural Employment Guarantee Act (NREGA);Ministry of Statistics and Programme Implementation;DevelopmentRural;This table shows State-wise (2010-11 to 2011-12), All india (2008-09 to 2011-12) data on the work completed under NREGA like rural connectivity, flood control and protection, water conservation and water harvesting, micro irrigation work, land development etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
144;Programme-Wise Cumulative Achievement;Ministry of Statistics and Programme Implementation;Power & Energy;This table shows data on renewable energy programs like grid interactive renewable power, wind power, small hdro power, solar power etc. and their achievements in Mega Watts.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
145;Gross Area Under Irrigation by Crops;Ministry of Statistics and Programme Implementation;IrrigationAgriculture;This Table give All India (2000-01 to 2009-10) and State-wise (2008-09 to 2009-10) data on gross area under irrigation by crops such as Rice, Jowar, Bajra, Maize, Ragi, Wheat, Barley, Cereals, Millets, Pulses, Food Grains, Sugarcane, Fruits, Vegetables, Cotton, Tobacco, Fodder Crops, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
146;Net Area Under Irrigation by Sources;Ministry of Statistics and Programme Implementation;IrrigationAgriculture;This Table give State-wise (2008-09 to 2009-10) and All India (2000-01 to 2010-11) data on net area under irrigation by sources like Canals (Government and Private), Tanks, Tube Wells and Other Wells and Other Sources.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
147;Gross Irrigated Area;Ministry of Statistics and Programme Implementation;IrrigationAgriculture;This Table give State-wise (2008-09 and 2009-10) and All India (2000-01 to 2009-10) data on Gross Irrigated Area like Rice, Wheat, Coarse Cereals, Pulses, Sugar-Cane, Spices, Fruits, Vegetables, Food Crops and Non-Food Crops.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
148;Summary of Area And Production Estimates of Horticulture Crops;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This Table give All India (2007-08 to 2010-11) data on summary of Area And Production Estimates Of Horticulture Crops like fruits, vegetables, Aromatic, Almond/Walnut, Flowers Loose, Flowers Cut, Plantation Crops, Mushroom, Honey, Spices, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
149;Adult Male Cattle And Buffalo With Their Use;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This Table give All India data on number of adult male cattle and buffalo with their use like for breeding only, agriculture and breeding, bullock cart and breeding and buffalo with their use like breeding only, agriculture and breeding, bullock cart and breeding.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
150;State Wise Area And Production of Flowers;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table give All India data on State Wise Area And Production of Flowers from 2007-08 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
151;Fish Catch and Landings By Group of Species;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This Table give details from year 2000 to 2010 on Fish Catch and Landings By Group Of Species like Inland Fish, Flat Fish, Indian Shad Sardines, Anchovies, Tunas, Marine Teleousteans, Elasmobranchs, Decapods, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
152;All India and State Wise Area and Production of Fruits;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table give All India (2001-02 to 2010-11) and State wise (2009-10 to 2010-11) data on Area and Production of Fruits like Apple, Banana, Citrus, Grape, Guava, Litchi, Mango, Papaya, Pineapple, Pomegranate, Sapota, and Others.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
153;Incidence of Livestock Diseases In India: 2005-11;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This table give details on the number of outbreaks, attacks and deaths from incidence of livestock diseases in India from 2005 to 2011 on diseases like Antharx, Swine Fewer, Glanders, Marex, Mange, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
154;Number of Livestock And Poultry;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This table give all India figures on Livestock and Poultry for 2003 and 2007 including Cattle, Buffaloes, Sheep, Goats, Pigs, Horses, Ponies, Mules, Donkeys, Camels, Yaks, Mithuns, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
155;All India and State Wise Area and Production of Plantations;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table provides All India (2001-02 to 2010-11) and State wise (2009-10 to 2010-11) data on Area and Production of Plantations such as Cashewnut, Arecanut, Cocoa, and Coconut.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
156;Production of Wool And Eggs;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This table give All India data on Wool production (thousand tonne) and Eggs production (ten million no.) from 2009-10 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
157;All India and State Wise Area and Production of various Horticulture Crops;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table give All India (2001-02 to 2010-11) and State wise (2009-10 to 2010-11) data on Area and Production of various Horticulture Crops such as Fruits, Vegetables, Flowers, Nuts, Aroma & Medi., Plantation Crops, Spices, Mushroom and Honey.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
158;Production of Milk;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This table give State-wise (2009-10 to 2010-11) and All India (2000-01 to 2010-11) data on production of milk (Cow Milk, Buffalo Milk, Goat Milk).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
159;Quantity of Fish Catch By Disposition: 2000-10;Ministry of Statistics and Programme Implementation;Animal HusbandryAgriculture;This table give figures on the quantity of fish catch by disposition from 2000 to 2010 for Marketing/Fresh, Freezing, Curring, Canning, Reduction, Misc. Purposes and Offal for Reduction.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
160;All India and State Wise Area and Production of Vegetables;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table give All India (2001-02 to 2010-11) and State wise (2009-10 to 2010-11) data on Area and Production of Vegetables such as Brinjal, Cabbage, C.Flower, Okra, Peas, Tomato, Onion, Potato, Sweet Potato, Tapioca and Others.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
161;Area/ Production and Productivity of various kinds of Spices;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table provides All India (2008-09 to 2010-11) data on Area, Production and Productivity of various kinds of Spices such as Chilies, Garlic, Turmeric, Ginger, Coriander, Tamarind, Cumin, Fenugreek, Fennel, Pepper, Ajwan, Cardamom, Nutmeg, Other seed spices, Tejpat/Cinnamon, Clove and Others.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
162;Export of Horticulture Produce in India;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table provides data on Export of Horticulture Produce in India from 2007-08 to 2010-11 in Floriculture & Seed, Fresh Fruits & Vegetables and Processed Fruits & Vegetables category.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
163;Number of Reporting Mines In India;Ministry of Statistics and Programme Implementation;Mining;This data provide State-wise (2009-10 and 2010-11) and All India (2000-01 to 2010-11) details on the number of reporting mines in India such as Fuels, Metallic Minerals, Metallic and Non-Metallic Minerals.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
164;Area / Production And Productivity of Major Fruits and Vegetables Producing Countries In The World;Ministry of Statistics and Programme Implementation;HorticultureAgriculture;This table provides data on Area, Production and Productivity of major Fruits and Vegetables producing Countries in the World from 2009-10 to 2010-11 (such as China, India, Brazil, USA, Italy, Spain, Mexico, Indonesia, Philippines, Iran, Turkey and Others).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
165;Production of Minerals and Ores By Selected Items;Ministry of Statistics and Programme Implementation;Mining;"The data provide All India (2000-01 to 2010-11) and State-wise (2009-10 and 2010-11) figures for Mining Production of minerals and ores by selected items such as a). Fuels - Coal, Lignite, Natural Gas, Petroleum, Crude; b). Metallic Minerals - Bauxite, Chromite, Copper Concentrate, Gold, Iron Ore, Lead Concentrate, Manganese Ore, Zinc Concentrate; c). Non-Metallic Minerals - Apatite, Asbestos, Barytes, Diamond, Dolomite, Felspar, Fire-clay, Gypsum, Kaolin, Kyanite, Lime-stone, Magnesite, Mica, Phosphorite, Pyrites, Salt, Sillimanite, Steatite, Varmiculite.";www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
166;Production of Raw Silk And Silk Yarn;Ministry of Statistics and Programme Implementation;SericultureTextilesIndustries;The table provide State-wise (2010-11 and 2011-12) and All India (2002-03 to 2010-11) production of Raw Silk (including Mulberry and Non-Mulberry silk) and Silk Yarn (including Spun Silk Yarn and Noil Yarn).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
167;Export of Silk Goods And Silk Waste;Ministry of Statistics and Programme Implementation;SericultureTextilesIndustries;This table give quantity and value of export of Silk Goods (such as Mulberry, Tasar, Mixed Blended) and Silk Waste from 2001-02 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
168;Performances of Micro / Small / Medium Enterprises (MSMEs);Ministry of Statistics and Programme Implementation;Industries;The table provide All India details on performance of Micro, Small and Medium enterprises (MSMEs) with number (in Million), employment (in Million) and production (in Crore) from 2000-01 to 2010-11.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
169;Index of Industrial Production - Annual Averages (2- Digit Level);Ministry of Statistics and Programme Implementation;Industries;The table give index of industrial production - annual averages from 2005-06 to 2011-12 (Base: 2004-05=100) for industries such as Mining & Quarrying, Manufacturing, Food Products and Beverages, Tobacco Products, Textiles, Furniture, Electricity, etc.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
170;Production of Man-Made Fibre Fabrics;Ministry of Statistics and Programme Implementation;Industries;The table give details on the production of man-made fibre fabrics (000 sq. metre) from 2000-01 to 2011-12 by handlooms, powerlooms & hoisery and by textile mills.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
171;Mill Production of Cotton Cloth;Ministry of Statistics and Programme Implementation;Industries;The table provide details on the mill production (Mn. sq. metre) of cotton cloth from 2000-01 to 2011-12.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
172;Mill Production of Cotton Yarn;Ministry of Statistics and Programme Implementation;Industries;The table provide All India (from 2000-01 to 2011-12) and State-wise (2010-11 and 2011-12) details on mill production of cotton yarn (in Mn. Kg.).;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
173;All India - Annual Survey of Industries (Factory Sector) by Industry Group;Ministry of Statistics and Programme Implementation;Industries;The table provide annual survey of industries (Factory Sector) on selected characteristics on all India basis by industry group for 2008-09 and 2009-10.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
174;All India and State-Wise - Annual Survey Of Industries (Factory Sector);Ministry of Statistics and Programme Implementation;Industries;The table provide annual survey of industries (Factory Sector) on All India (from 2000-01 to 2009-10) and State-wise (2008-09 and 2009-10) basis.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
175;Number And Membership - All Types of Co-operative Societies As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number and membership - all types of co-operative societies as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
176;Number / Membership / Financial Position of State Co-operative Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (such as Share Capital, Reserves, Deposits, Borrowings, Total Working Capital and Loans issued during the year) position of state co-operative banks as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
177;Number / Membership / Financial Position of Central Co-operative Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (such as Share Capital, Reserves, Deposits, Borrowings, Working Capital, Loans issued during the year) position of central co-operative banks as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
178;Number / Membership / Financial Position of Primary Credit Societies - Agricultural Credit Societies (Excluding Grain Banks) As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (such as Share Capital, Reserves, Deposits, Loans, Total Working Capital and Loans issued during the year) position of primary credit societies - agricultural credit societies (excluding grain banks) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
179;Number / Membership / Financial Position of Primary Credit Societies - Primary Non-Agricultural Credit Societies As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (Share Capital, Reserves, Deposits, Loans, Working Capital and Loans issued during the year) position of primary credit societies (primary non-agricultural credit societies) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
180;Number / Membership / Financial Position of Primary Credit Societies (Non-agricultural Credit Societies) - Primary Co-operative Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (such as Share Capital, Reserves, Deposits, Borrowings, Working Capital and Loans issued during the year) position of primary credit societies (non-agricultural credit societies), primary co-operative banks as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
181;Number / Membership / Financial Position of Grain Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise number, membership and financial position (including Share Capital, Reserves, Deposits, Borrowings, Total Working Capital and Loans issued during the year) of Grain Banks (Amount in ` Thousand) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
182;Number / Membership / Financial Position of State Co-operative Agriculture And Rural Development Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership (such as Primary Land Development Banks, Other Banks & Societies and Individuals) and financial position (such as Share Capital, Reserves, Deposits, Borrowings, Total Working Capital and Loans Issued during the year) of state co-operative, agriculture and rural development banks (Amount in ` Million) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
183;Number / Membership / Financial Position of Primary Co-operative Agriculture And Rural Development Banks As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides all India and state-wise details on the number, membership and financial (such as Share Capital, Reserves, Deposits, Borrowings, Working Capital and Loans issued during the year) position of primary co-operative agriculture and rural development banks (Amount in ` Million) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
184;Number / Membership / Financial Position of Primary Non-Credit Societies (Excluding Insurance Societies) As On 31st March;Ministry of Statistics and Programme Implementation;BankingFinance;Data provides the number, membership and financial (such as Share Capital, Reserves, Borrowings, Working Capital, Purchase/ Production during the year and Sales during the year) position of primary non-credit societies (excluding insurance societies) as on 31st March.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
185;Number of Foreign Tourists To India From 2001 To 2010;Ministry of Statistics and Programme Implementation;Travel & Tourism;The table gives nationality-wise (North America, Central and South America, Western Europe, Eastern Europe, Africa, West Asia, South Asia, etc.) listing of the number of foreign tourists to India from 2001 to 2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
186;Foreign Tourist Arrivals In India From Top 15 Source Countries From 2001 To 2010;Ministry of Statistics and Programme Implementation;Travel & Tourism;The table gives listing of foreign tourist arrivals in India from top 15 source countries from 2001 to 2010.;www.data.gov.in;09/28/2013 01:00:00;09/28/2013 01:00:00
